PropertyClass,ZoningCategory,RoadAccessLength,LandArea,RoadType,PlotShape,LandElevation,UtilityAccess,PlotConfiguration,LandSlope,District,NearbyTransport1,NearbyTransport2,PropertyType,HotelStyle,RoofDesign,RoofMaterial,ExteriorPrimary,ExteriorSecondary,FacadeArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementHeight,BasementCondition,BasementExposure,BasementFacilityType1,BasementFacilityType2,BasementUnfinishedSF,BasementTotalSF,HeatingType,HeatingQuality,CentralAC,ElectricalSystem,LowQualityArea,UsableArea,GuestRooms,Kitchens,KitchenQuality,TotalRooms,PropertyFunctionality,Lounges,ParkingType,ParkingConstructionYear,ParkingFinish,ParkingCapacity,ParkingQuality,ParkingCondition,DrivewayType,SwimmingPoolArea,ExtraFacilityValue,MonthSold,YearSold,DealType,DealCondition,HotelValue,TotalOutdoorArea,TotalSF,TotalBaths,OverallScore,Age,YearsSinceRemodel,Qual_x_GroundSF
50,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,752,1032,GasA,TA,Y,FuseA,0,1252,3,1,TA,6,Typ,0,Attchd,1950.0,Unf,1,TA,TA,Y,0,0,4,2008,WD,Abnorml,119000.0,96,1636,1.0,5.5,58,58,6192
20,RL,91.0,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,672,1986,GasA,Ex,Y,SBrkr,0,1987,2,1,Gd,7,Typ,1,Attchd,1994.0,Fin,2,TA,TA,Y,0,0,8,2008,WD,Normal,301500.0,298,2976,3.0,6.5,14,14,15896
85,RL,90.0,10012,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,38,1138,GasA,TA,Y,SBrkr,0,1181,3,1,TA,6,Typ,0,Detchd,1974.0,RFn,2,TA,TA,Y,0,0,4,2008,WD,Normal,137500.0,180,1949,3.0,4.5,36,36,4724
60,RL,93.0,10261,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,318.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,936,936,GasA,Ex,Y,SBrkr,0,1792,3,1,TA,8,Typ,1,Attchd,2000.0,Fin,2,TA,TA,Y,0,0,5,2008,WD,Normal,186500.0,0,2243,3.5,5.5,8,8,5772
30,RL,56.0,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,864,864,GasA,Ex,Y,SBrkr,0,864,2,1,TA,4,Typ,0,None,,None,0,None,None,Y,0,0,7,2009,WD,Normal,99900.0,96,960,1.0,6.5,87,59,4320
20,RL,80.0,8700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,Unf,344,1120,GasA,Gd,Y,SBrkr,0,1128,3,1,TA,6,Typ,0,Attchd,1963.0,RFn,2,TA,TA,Y,0,0,12,2008,WD,Normal,155000.0,335,1988,3.0,5.5,45,45,5640
60,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1088,1088,GasA,Ex,Y,SBrkr,0,1959,3,1,Gd,8,Typ,1,Attchd,2006.0,RFn,3,TA,TA,Y,0,0,12,2007,WD,Normal,270000.0,254,3238,2.5,6.5,1,1,8704
60,RL,70.0,7700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,351.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,756,756,GasA,TA,Y,SBrkr,0,1839,4,1,TA,7,Typ,1,Attchd,1966.0,Unf,2,TA,TA,Y,0,0,6,2010,WD,Normal,155000.0,340,2621,1.5,5.5,44,44,6306
20,RL,70.0,7162,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,41.0,TA,TA,PConc,TA,TA,No,Unf,Unf,876,876,GasA,TA,Y,SBrkr,0,904,3,1,TA,6,Typ,0,Attchd,1966.0,Unf,1,TA,TA,Y,0,0,12,2008,WD,Abnorml,109900.0,0,1312,1.0,6.0,42,42,4520
20,RL,61.0,8800,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,Rec,364,1040,GasA,TA,Y,SBrkr,0,1040,3,1,Gd,5,Typ,0,Detchd,1977.0,Unf,2,TA,TA,Y,0,0,9,2009,WD,Normal,150500.0,288,1812,2.0,6.0,32,1,5200
120,RL,55.0,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,918,918,GasA,TA,Y,SBrkr,0,918,2,1,TA,5,Typ,1,Attchd,1979.0,Unf,1,TA,TA,Y,0,0,4,2010,WD,Normal,99500.0,28,1210,2.0,5.5,31,31,5508
80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,AsbShng,AsbShng,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,LwQ,350,1156,GasA,Ex,Y,SBrkr,0,1520,3,1,TA,7,Typ,2,Basment,1955.0,RFn,1,TA,TA,Y,0,0,3,2010,WD,Normal,153000.0,189,2073,2.0,6.0,55,38,9120
20,RL,85.0,11900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,209.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,564,1386,GasA,TA,Y,SBrkr,0,1411,3,1,TA,6,Typ,1,Attchd,1977.0,Fin,2,TA,TA,Y,0,0,4,2009,WD,Family,82500.0,192,2147,2.0,6.0,32,32,9877
75,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,416,735,OthW,Fa,N,SBrkr,0,2058,3,1,TA,8,Typ,1,Detchd,1950.0,Unf,2,Fa,Fa,P,0,0,4,2008,WD,Normal,129500.0,259,2713,1.5,5.5,91,58,6804
60,RL,60.0,6931,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,92.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,746,746,GasA,Ex,Y,SBrkr,0,1656,3,1,Gd,7,Typ,1,BuiltIn,2003.0,Fin,2,TA,TA,Y,0,0,7,2008,WD,Normal,165400.0,306,2359,2.5,6.0,5,4,5320
20,RL,70.0,16196,Pave,IR3,Low,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,39,1482,GasA,Ex,Y,SBrkr,0,1494,3,1,Gd,5,Typ,1,Attchd,1998.0,RFn,2,TA,TA,Y,0,0,8,2007,WD,Normal,215000.0,427,2435,3.0,6.0,9,9,10458
60,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,130.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,650,650,GasA,TA,Y,SBrkr,0,1564,3,1,TA,7,Typ,1,Attchd,1980.0,Unf,2,TA,TA,Y,0,0,4,2010,WD,Normal,171000.0,254,2294,2.5,6.0,30,29,5328
20,RL,70.0,10530,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,664,981,GasA,TA,Y,SBrkr,0,981,3,1,TA,5,Typ,0,Detchd,1979.0,Unf,2,TA,TA,Y,0,0,3,2007,WD,Normal,143250.0,352,1909,2.5,5.5,36,36,5886
70,RL,55.0,10592,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,PConc,TA,Fa,No,Unf,Unf,602,602,GasA,TA,Y,SBrkr,0,1502,3,1,Gd,7,Typ,2,Detchd,1923.0,Unf,1,TA,TA,Y,0,0,8,2007,WD,Normal,165000.0,261,1943,1.5,6.5,84,11,5400
20,RL,69.0,14850,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,197,1092,GasA,TA,Y,FuseA,0,1092,2,1,TA,6,Typ,1,Attchd,1957.0,Fin,1,TA,TA,Y,0,0,5,2006,WD,Normal,141000.0,390,1781,2.0,5.0,49,49,5460
50,RH,55.0,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,611,793,GasA,Ex,Y,SBrkr,0,1520,3,1,TA,6,Typ,0,Detchd,1968.0,Unf,1,TA,TA,Y,0,0,7,2009,WD,Abnorml,159434.0,56,1857,1.0,5.0,77,9,4240
80,RL,96.0,11777,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,ALQ,285,1164,GasA,Ex,Y,SBrkr,0,1320,3,1,TA,6,Typ,2,Attchd,1966.0,RFn,2,TA,TA,Y,0,0,5,2006,WD,Abnorml,164500.0,468,2352,2.0,5.5,40,40,6600
20,RL,107.0,11362,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,797,1836,GasA,Ex,Y,SBrkr,0,1836,3,1,Gd,7,Typ,1,Attchd,2004.0,Fin,3,TA,TA,Y,0,0,3,2009,WD,Normal,280000.0,310,3008,3.0,6.5,5,4,14688
190,RM,60.0,10120,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,TA,CBlock,TA,TA,No,Unf,Unf,925,925,GasA,TA,N,FuseF,0,1889,4,2,TA,9,Typ,1,Detchd,1960.0,Unf,1,TA,TA,N,0,0,1,2007,WD,Normal,122000.0,264,2461,1.5,5.5,97,57,6748
30,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,299,1120,GasA,Ex,Y,SBrkr,0,1130,2,1,TA,5,Typ,1,Detchd,1970.0,Unf,2,TA,TA,Y,0,0,6,2006,WD,Normal,120000.0,229,2079,2.0,5.5,86,56,5650
60,RL,95.0,11787,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,594.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,660,1379,GasA,Ex,Y,SBrkr,0,2398,3,1,Gd,8,Typ,1,Attchd,1996.0,Fin,3,TA,TA,Y,0,0,8,2007,WD,Normal,315750.0,299,3531,3.5,6.0,11,10,9681
50,RL,70.0,11275,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,LwQ,0,854,GasA,TA,Y,SBrkr,0,1991,3,1,TA,7,Typ,1,Detchd,1977.0,Unf,2,TA,Fa,Y,0,0,3,2007,WD,Normal,220000.0,19,2442,1.5,6.5,75,57,6576
20,RL,85.0,14601,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,578,1838,GasA,Ex,Y,SBrkr,0,1838,2,1,Ex,8,Typ,1,Attchd,2006.0,Fin,3,TA,TA,Y,0,0,3,2009,WD,Normal,315000.0,338,2941,3.0,7.0,3,3,16542
60,RL,80.0,9364,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,143.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,292,663,GasA,TA,Y,SBrkr,0,1352,4,1,TA,7,Typ,0,Attchd,1969.0,Fin,1,TA,TA,Y,0,0,3,2010,WD,Normal,158000.0,415,2066,1.5,6.5,41,41,3978
20,RL,59.0,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,801,1720,GasA,Ex,Y,SBrkr,0,1720,3,1,Gd,7,Typ,1,Attchd,1996.0,Fin,2,TA,TA,Y,0,0,3,2010,WD,Normal,260400.0,450,2697,3.0,6.0,14,14,12040
60,RL,70.0,9247,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,318.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,539,858,GasA,Ex,Y,SBrkr,0,1716,4,1,TA,8,Typ,1,Attchd,1962.0,Fin,2,TA,TA,Y,0,0,3,2008,WD,Normal,171000.0,204,2410,1.5,6.0,46,46,5148
20,RL,70.0,7758,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,411,999,GasA,Gd,Y,SBrkr,0,999,3,1,Gd,6,Typ,0,Detchd,1963.0,Unf,1,TA,TA,Y,0,0,3,2007,WD,Normal,132500.0,132,1395,2.0,6.0,45,6,4995
60,RL,70.0,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,370,680,GasA,Gd,Y,SBrkr,0,1470,3,1,TA,6,Typ,1,BuiltIn,1993.0,Fin,2,TA,TA,Y,0,480,4,2009,WD,Normal,185000.0,295,2185,2.5,7.0,16,16,4080
20,RL,60.0,7024,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,108,1132,GasA,Ex,Y,SBrkr,0,1132,2,1,Gd,5,Typ,0,Attchd,2005.0,Fin,2,TA,TA,Y,0,0,6,2008,WD,Normal,176000.0,316,1899,2.5,4.5,3,3,4528
120,RH,34.0,4060,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1139,1405,GasA,Ex,Y,SBrkr,0,1337,2,1,Gd,5,Typ,0,Attchd,1998.0,Fin,2,TA,TA,Y,0,0,8,2008,COD,Abnorml,181000.0,212,2060,3.0,5.5,10,9,8022
20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,108.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1349,1349,GasA,Ex,Y,SBrkr,0,1349,3,1,TA,6,Typ,0,Attchd,2000.0,Unf,2,TA,TA,Y,0,0,12,2007,WD,Normal,179000.0,175,2063,2.0,6.0,7,6,9443
20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,0,1148,GasA,TA,Y,SBrkr,0,1148,3,1,TA,6,Typ,0,Attchd,1959.0,Unf,1,TA,TA,Y,0,0,7,2009,WD,Normal,132500.0,0,1820,2.0,5.0,50,50,5740
60,RL,70.0,11184,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,92.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,192,918,GasA,Gd,Y,SBrkr,0,1683,3,1,TA,7,Typ,1,Attchd,1978.0,RFn,2,TA,TA,Y,0,0,7,2009,WD,Normal,172500.0,243,2366,2.5,5.5,31,31,5508
160,RM,21.0,1533,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,546,546,GasA,TA,Y,SBrkr,0,1344,3,1,TA,6,Typ,1,None,,None,0,None,None,Y,0,0,5,2009,WD,Normal,97000.0,0,1344,1.5,5.0,39,1,3192
20,RL,40.0,13673,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,1140,1140,GasA,TA,Y,SBrkr,0,1696,3,1,TA,8,Min2,1,Attchd,1962.0,RFn,1,TA,TA,Y,0,0,3,2007,WD,Normal,143900.0,30,2075,1.5,5.0,45,45,8480
20,RL,70.0,8339,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,Slab,None,None,None,None,None,0,0,GasA,TA,Y,SBrkr,0,882,3,1,TA,5,Typ,0,Attchd,1959.0,RFn,1,TA,TA,Y,0,1200,7,2007,WD,Normal,106500.0,0,1176,1.0,6.0,48,48,4410
60,RL,70.0,10832,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,712,712,GasA,Ex,Y,SBrkr,0,1895,3,1,Gd,7,Typ,1,Attchd,1994.0,Fin,2,TA,TA,Y,0,500,10,2008,WD,Normal,194500.0,189,2493,2.5,6.0,14,12,7602
20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,894,894,GasA,Gd,N,SBrkr,0,894,2,1,TA,5,Typ,0,Detchd,1962.0,Unf,1,TA,TA,Y,0,0,8,2009,WD,Normal,109500.0,0,1202,1.0,5.0,47,47,4470
60,RL,69.0,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,288.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,324,864,GasA,TA,Y,SBrkr,0,1812,4,1,TA,8,Typ,1,Attchd,1962.0,RFn,1,TA,TA,Y,0,0,7,2007,WD,Normal,169500.0,168,2244,2.0,5.0,45,45,4380
60,RL,80.0,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,586,980,GasA,TA,Y,SBrkr,0,1714,3,1,TA,7,Typ,1,Attchd,1988.0,Unf,2,TA,TA,Y,0,500,3,2010,WD,Normal,196500.0,450,2660,2.5,6.0,22,22,6860
20,RL,66.0,13695,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,300,1114,GasA,Ex,Y,SBrkr,0,1114,3,1,Gd,6,Typ,0,Detchd,2004.0,Unf,2,TA,TA,Y,0,0,7,2008,WD,Normal,155000.0,78,1768,2.0,5.5,5,4,6684
20,RL,83.0,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1689,1689,GasA,Ex,Y,SBrkr,0,1689,3,1,Gd,7,Typ,0,Attchd,2007.0,RFn,3,TA,TA,Y,0,0,6,2007,New,Partial,248328.0,56,2699,2.0,6.5,0,0,11823
50,RL,79.0,9492,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,359,768,GasA,TA,Y,SBrkr,0,1376,3,1,TA,6,Typ,1,Attchd,1941.0,Unf,1,TA,TA,Y,0,0,4,2007,WD,Normal,105000.0,0,1616,2.0,5.0,66,57,4840
80,RL,75.0,13860,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Wd Sdng,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,542,1952,GasA,Gd,Y,SBrkr,0,2704,4,1,Ex,9,Typ,3,Attchd,1972.0,Fin,2,TA,TA,Y,0,0,7,2009,WD,Normal,345000.0,380,3622,3.5,7.5,37,14,16000
60,RL,70.0,11885,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,309,1299,GasA,Ex,Y,SBrkr,0,1872,3,1,Ex,7,Typ,1,BuiltIn,2001.0,RFn,2,TA,TA,Y,0,0,11,2009,WD,Normal,261500.0,282,2685,3.5,6.5,8,8,10392
20,RL,50.0,7207,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,162,858,GasA,Gd,Y,SBrkr,0,858,2,1,TA,4,Typ,0,None,,None,0,None,None,Y,0,0,2,2010,WD,Normal,116500.0,117,975,2.0,6.0,52,2,4290
20,RL,60.0,6960,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,250,864,GasA,TA,Y,SBrkr,0,864,3,1,Gd,5,Typ,0,Detchd,1989.0,Unf,2,TA,TA,Y,0,500,11,2009,WD,Normal,120500.0,96,1620,1.0,5.0,39,39,3456
20,RL,90.0,11248,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,567,1626,GasA,Ex,Y,SBrkr,0,1668,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,3,TA,TA,Y,0,0,7,2007,WD,Normal,285000.0,302,2672,3.0,7.0,5,5,15012
30,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,350,458,GasA,Fa,N,SBrkr,0,835,2,1,TA,5,Typ,0,Basment,1920.0,Unf,1,Fa,TA,Y,0,400,5,2010,COD,Abnorml,83000.0,77,1278,1.0,5.0,90,60,4175
20,RL,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,124,936,GasA,TA,Y,SBrkr,0,1128,2,1,TA,5,Min1,0,Attchd,1954.0,Unf,1,TA,TA,Y,0,0,6,2006,WD,Family,118000.0,0,1414,1.0,5.0,52,52,5640
50,RL,51.0,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1064,1064,GasA,Ex,Y,FuseA,473,1639,3,1,TA,6,Maj2,0,Detchd,1936.0,Unf,1,TA,TA,Y,0,0,3,2008,WD,Normal,115000.0,0,1406,1.0,5.5,72,58,6996
20,RL,70.0,9170,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,420,1214,GasA,Ex,Y,SBrkr,0,1214,2,1,TA,6,Typ,0,Detchd,1965.0,Unf,2,Fa,Fa,Y,0,400,4,2007,WD,Normal,140000.0,184,1859,2.0,6.0,42,42,6070
60,RL,78.0,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,429,727,GasA,Ex,Y,SBrkr,0,1556,4,1,TA,8,Typ,0,Attchd,1968.0,Unf,2,TA,TA,Y,0,0,5,2009,WD,Normal,154000.0,0,1997,1.5,6.0,41,41,4974
120,RL,43.0,7052,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,705,1364,GasA,Ex,Y,SBrkr,0,1364,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,2,TA,TA,Y,0,0,6,2006,WD,Normal,185850.0,228,2076,3.0,6.0,1,1,9548
60,RL,70.0,13006,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,285.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,964,964,GasA,Gd,Y,SBrkr,0,2236,4,1,Gd,8,Typ,1,BuiltIn,1997.0,Fin,2,TA,TA,Y,0,0,11,2006,WD,Normal,222000.0,0,2878,2.5,6.0,9,9,6951
